997.5,1001.4,997.5,997.5
997.5,999.5,993.3,998.6
1007.1,1015.8,1007.1,1015.8
1019,1029.3,1019,1029
1030.6,1035.4,1030.6,1034.6
1034.6,1034.9,1029.9,1034.3
1033.6,1033.6,1021.4,1023.4
1023.4,1031.3,1020.2,1031.3
1033.1,1042.7,1033.1,1042.7
1042.7,1046,1039.1,1046
1044.4,1044.4,1036.2,1041.9
1044.4,1058.7,1044.4,1058.7
1058.7,1060.2,1053.9,1057.8
1057.8,1060.6,1056.2,1059
1059,1059,1046.3,1046.8
1046.8,1055.2,1039.9,1055.2
1058.2,1073.5,1058.2,1073.5
1073.5,1074.8,1069,1072.1
1072.1,1075.9,1065,1075.9
1075.9,1082,1068.6,1068.6
1063.5,1063.5,1058,1063
1062.6,1062.6,1060.3,1060.3
1055,1055,1046,1050.8
1054.4,1060.2,1054.4,1059.8
1054.2,1054.2,1038.2,1038.2
1026.7,1026.7,1019.2,1021.7
1026.7,1034.5,1026.7,1029.7
1016.9,1016.9,1010,1016.9
1016.9,1020.7,1012.3,1018
1018.3,1023,1018.3,1018.3
1018.3,1027,1015.4,1027
1031.7,1036.8,1031.7,1033
1033,1035.6,1030.4,1035
1035,1039,1035,1039
1038.7,1038.7,1034.2,1035.4
1038.4,1044.7,1038.4,1044.4
1044.4,1045.5,1040.7,1043
1042.1,1042.1,1031.7,1031.7
1031.7,1036.9,1030.8,1036.9
1038.8,1044.3,1038.8,1041.3
1039.2,1039.2,1039.2,1039.2
1039.2,1040.6,1031.2,1040.3
1042.1,1047.1,1042.1,1046.1
1048.8,1060.7,1048.8,1060.7
1053.7,1053.7,1053.7,1053.7
1053.7,1064.8,1050.9,1064.5
1063.1,1063.1,1055.6,1055.6
1055.6,1056,1050.9,1055.8
1056.3,1060.4,1056.3,1060.1
1060.1,1065.2,1058.6,1063.6
1067.5,1082.7,1067.5,1082.5
1082.5,1088.1,1079.9,1087.7
1087.7,1101.1,1082.6,1101.1
1115.8,1131.3,1115.8,1128.5
1125.9,1125.9,1109.7,1109.7
1110,1125.1,1110,1123.3
1126.1,1130.8,1126.1,1130.7
1125.4,1125.4,1117,1117.2
1117.2,1121.3,1109.3,1121.3
1119.9,1119.9,1110.7,1119.7
1117.3,1117.3,1099.9,1101.9
1101.9,1110.1,1101.9,1103.6
1109.3,1116.5,1109.3,1113.6
1113.6,1114.4,1110.1,1112.5
1112.5,1115.9,1108.1,1108.1
1101.5,1101.5,1095.4,1095.4
1095.1,1095.1,1093.4,1093.6
1097.8,1104.4,1097.8,1102.2
1096.3,1096.3,1090,1096.3
1096.3,1096.7,1092.4,1096.7
1097.9,1106.6,1097.9,1105.4
1108.3,1111.7,1108.3,1110.6
1110.6,1117.6,1109.7,1117
1127.8,1132,1127.8,1129.1
1122.9,1122.9,1105.6,1105.9
1105.9,1112.9,1104.8,1110.2
1114.2,1116.9,1114.2,1116.2
1114.6,1114.6,1108.4,1108.4
1108.4,1108.4,1108.4,1108.4
1108.4,1108.4,1108.4,1108.4
1105.6,1105.6,1102.8,1105.4
1112.4,1121,1112.4,1119.8
1124.7,1131.5,1124.7,1130.9
1138.2,1138.2,1138.2,1138.2
1138.2,1138.3,1134.9,1138.3
1137.2,1137.2,1133.1,1136.8
1136.8,1140.1,1133.6,1140.1
1140.1,1142.8,1137.4,1141.5
1135.8,1135.8,1133.5,1134
1134,1134,1134,1134
1126.9,1126.9,1115.9,1117.6
1117.6,1120.5,1109.7,1109.9
1101.3,1101.3,1093.5,1094.4
1089,1089,1075.8,1078.7
1078.7,1083,1073.3,1082.4
1083.6,1095,1083.6,1094.6
1101.8,1104.6,1101.8,1104.5
1113,1120.3,1113,1113
1108.8,1108.8,1104.9,1104.9
1105.9,1108.7,1105.9,1108.7
1105.7,1105.7,1084.5,1084.6
1084.6,1089.3,1072,1075.4
1074.6,1074.6,1051.6,1051.6
1051.6,1057.1,1042.9,1055.5
1055.5,1055.5,1055.5,1055.5
1055.9,1062.1,1055.9,1056.1
1052.3,1052.3,1026.2,1026.6
1026.6,1037.8,1008.2,1021
1026.8,1055.8,1026.8,1055.8
1067.4,1078,1067.4,1078
1078,1079.9,1069.5,1077.8
1080,1088.2,1080,1087.9
1087.9,1090.5,1072,1072
1072,1072.8,1062.3,1068.6
1072.7,1076.5,1072.7,1075.9
1067.9,1067.9,1062.3,1067.1
1065.1,1065.1,1060.8,1064.7
1055.6,1055.6,1043.8,1043.8
1040.1,1040.1,1027.6,1040.1
1040.1,1043.2,1035,1042.6
1054.1,1059.3,1054.1,1056
1055.4,1055.4,1033.4,1035.6
1040.6,1047.1,1040.6,1041.6
1040.2,1040.2,1029.8,1033.1
1033.1,1035.2,1032.4,1033.1
1024.3,1024.3,1024.3,1024.3
1024.3,1038.7,1024.3,1038.3
1038.3,1038.9,1029.3,1029.3
1029.3,1041.4,1029,1041.4
1041.4,1047.6,1041.3,1047.6
1047.6,1050.2,1045.1,1050.2
1053.2,1065.1,1053.2,1063.3
1062.4,1062.4,1062.4,1062.4
1060.7,1060.7,1042.3,1042.3
1040.9,1040.9,1027.8,1033.5
1030.4,1030.4,1014.4,1014.4
1001.7,1001.7,995.6,1001.7
999.2,999.2,978.7,991.4
991.4,998.6,987.8,995.8
995.8,1004.1,992.2,1003
1003.8,1008.2,1003.8,1007.8
1007.8,1010.2,1006.8,1009
1003,1003,996.9,1003
1008.1,1012.4,1008.1,1009.8
1008.3,1008.3,985.8,986.9
986.9,991.1,983.4,989.6
989.6,996.2,983.8,996.2
999.1,1007,999.1,999.1
999.1,999.9,988.1,995.6
995.6,997.3,993,996.5
996.5,1010.1,995.2,1010.1
1010.1,1018.1,1006.2,1018.1
1029.4,1039.2,1029.4,1039.1
1054.1,1065,1054.1,1065
1065,1071.1,1057.2,1061.4
1061.4,1070.2,1054,1068.7
1073.7,1083,1073.7,1080.7
1077.2,1077.2,1067.8,1070.4
1080.7,1095.9,1080.7,1095.7
1089.5,1089.5,1084,1084.1
1084.3,1092.3,1084.3,1091.8
1091.8,1092.7,1082.1,1082.9
1075.6,1075.6,1069.1,1075.6
1075.6,1078,1074.9,1078
1076,1076,1071.3,1074.4
1077.2,1083.8,1077.2,1082.4
1089.4,1093.9,1089.4,1090.2
1081.9,1081.9,1079.7,1081.1
1081.3,1087.8,1081.3,1087.2
1087.2,1087.2,1087.2,1087.2
1085.5,1085.5,1079.4,1082.3
1084.5,1096,1084.5,1096
1096,1102,1093.1,1101.9
1101.9,1104.6,1100.2,1103.9
1105.2,1106.4,1105.2,1105.3
1100,1100,1083.7,1083.7
1082.9,1082.9,1076.9,1082.6
1085,1095.3,1085,1095.3
1097.3,1101.7,1097.3,1099.3
1096.5,1096.5,1091.6,1091.6
1091.8,1103.1,1091.8,1103.1
1103.1,1103.5,1101.3,1103.5
1104.8,1107.4,1104.8,1105.3
