325.0000,325.0000,325.0000,325.0000,0
325.0000,340.8000,302.0000,309.7000,3218600
305.2000,314.5000,303.0000,305.0000,3267800
306.0000,311.4010,296.4000,305.8000,1309400
308.0000,313.4460,300.5000,305.0000,97700
305.0000,305.0000,305.0000,305.0000,0
304.0000,311.1660,303.0000,305.0000,168600
304.7000,313.5000,300.0000,310.0000,379700
313.5000,313.5000,300.0000,308.8000,54600
308.8000,308.8000,308.8000,308.8000,0
308.0000,320.0000,307.8000,316.6000,324400
310.0000,337.5000,305.2510,332.2000,5051700
325.0000,337.0000,320.0000,327.6000,480300
322.0000,330.0000,317.2000,327.5000,1143800
318.0010,328.3190,317.0000,321.3010,372900
320.0000,331.3000,320.0000,330.9000,576500
331.5000,340.0010,330.0000,330.1010,446300
332.7000,344.4010,329.0010,329.8000,467500
329.8000,338.2000,329.0010,329.0010,346400
329.0010,349.7000,329.0010,346.8000,903300
340.7000,353.6840,336.7000,338.0000,229300
338.0000,346.9000,338.0000,340.0010,147200
335.3000,345.0000,335.2900,338.5000,135400
345.0000,345.0000,335.0000,338.0000,74700
336.9000,345.6320,335.0000,337.0000,253400
337.0000,340.0010,329.0010,335.7000,169000
335.3000,335.9000,329.1620,331.0000,122700
340.0010,340.0010,329.2500,338.6000,283100
338.6000,347.6000,331.3000,344.9000,277400
346.8000,346.8000,338.0000,346.0000,337300
345.5010,346.2000,330.0000,340.1000,256900
337.9000,338.5000,329.0010,334.7000,261400
331.2010,338.0000,330.1010,333.1000,380200
333.0000,337.2000,331.0000,332.4000,736800
332.0000,340.0010,326.1000,336.1000,1568700
337.2000,345.0000,332.7000,341.7000,430300
343.2000,351.4000,337.1700,338.8000,382700
337.0000,342.0000,334.5750,338.0000,893600
342.1000,349.2100,330.1500,333.0000,332200
333.8000,338.4000,330.0000,338.4000,448600
338.0000,349.2000,335.2780,341.3000,179300
339.6000,343.1000,336.1000,337.9000,707100
337.0000,339.1000,334.0000,339.1000,77900
339.4000,339.4000,335.0000,335.9000,31800
340.0010,352.0000,335.8650,341.6000,121900
341.3000,368.9000,341.0000,367.3000,274100
364.1000,380.0000,355.3000,374.9000,530700
377.6000,385.8000,356.5360,380.0000,289700
384.2000,393.9500,377.3000,388.0000,192400
378.0000,388.0000,377.1000,378.0000,208900
382.3000,382.9980,373.0010,375.0000,113400
375.0000,376.1000,370.8010,373.0010,370300
371.4000,382.5000,371.4000,378.5010,141100
381.9000,382.5000,375.0000,382.0000,153100
389.4000,389.4000,379.8780,382.0000,85500
389.8000,391.0000,380.0000,391.0000,102900
390.4000,397.0000,389.7000,392.0000,147200
394.8000,394.8000,383.8000,391.0000,166100
395.9000,395.9000,375.0000,377.0000,275200
384.0010,384.7000,375.0440,380.6000,258000
380.0000,385.4000,379.5000,384.4000,220700
386.0000,388.0000,380.1000,387.0000,196900
388.0000,413.5000,380.9000,388.1000,2204100
395.0010,396.6000,382.3000,391.0000,140200
395.7000,397.5450,384.5000,390.0000,174400
383.0000,388.9000,379.2000,388.2000,169700
385.3000,397.5000,380.8000,397.5000,360600
391.2000,397.1300,381.8010,391.4000,218500
393.7000,395.0010,385.5190,389.9000,220300
388.2000,393.2000,370.3320,376.8000,368500
374.3000,382.0000,361.0000,362.3000,290700
361.0000,377.6000,350.1000,377.6000,470800
377.6000,377.6000,377.6000,377.6000,0
377.6000,377.6000,377.6000,377.6000,0
360.2000,379.0000,360.2000,378.3000,423000
369.9000,376.2000,360.2000,368.2000,222800
372.6000,376.9000,366.0180,370.0000,211200
377.0000,377.0000,363.3000,364.5000,346200
367.2000,370.6000,358.3000,362.0010,382000
361.6000,361.6000,333.4010,340.0010,433700
340.0010,345.9000,336.0000,343.1000,255800
347.4000,348.0000,340.0010,343.8000,121700
340.0010,344.3000,336.0000,338.0000,522000
337.3000,338.7200,326.7520,335.0000,712600
336.1000,336.2000,330.0000,333.8000,624400
335.8000,346.1000,330.0000,336.9000,428000
333.6000,342.0000,333.6000,338.9010,280500
341.5000,344.8000,331.3770,338.5000,780800
336.0000,339.7000,325.0000,328.0000,818300
330.5000,338.0000,326.0000,330.9000,1778500
325.5000,337.6000,325.5000,334.7000,388200
339.4000,345.0000,336.3000,337.1000,217800
344.4010,344.4010,332.3010,333.5000,199900
332.3010,339.6200,328.7000,330.9000,75600
332.8000,340.0010,329.5000,339.2000,419200
343.8000,344.4010,333.2000,335.5000,119200
335.0000,335.9000,326.2000,329.0010,438900
334.6000,334.6000,323.3000,325.0000,285700
325.0000,325.0000,325.0000,325.0000,0
324.1000,331.9000,323.0000,325.9000,202900
317.5000,329.8000,317.5000,322.2000,315300
320.5000,329.0010,317.1000,322.0000,270900
317.5000,326.0000,317.5000,322.9000,306200
329.5000,329.7000,318.9700,325.0000,423100
325.3000,327.0000,320.7000,323.8000,177300
321.9000,332.0000,317.1500,328.0000,797200
325.0000,332.0000,321.4500,325.0000,444400
317.0000,347.6000,317.0000,340.9000,1712800
341.3000,353.6900,341.2000,346.0000,349900
361.6000,361.6000,341.3000,349.4000,981100
351.8000,369.2000,351.8000,362.0010,448600
355.6000,364.3000,351.9000,360.1000,374600
361.1000,362.5000,356.0000,357.5000,199500
357.5000,357.5000,357.5000,357.5000,0
365.7000,369.2000,357.5000,363.4000,294100
367.6000,374.3000,355.7000,361.9000,240500
351.5000,370.0000,351.5000,365.0000,107300
363.0000,374.8000,354.8940,370.6000,448500
